Pay Grade/Step,Annual Salary,Class ,Title,Department,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Description,Year of Birth,Date Started,FLSA Exempt Y/N
TL0705,40896.18,07325,Maint & Repair Leader 1,Parks,Full Time,8,Service Maintenance,M,01,White (Not of Hispanic Origin),1956,05/05/1986,N
PD0200,90165.92,10172,Assoc Pub Defender,Public Defender,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1970,11/01/2005,Y
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1957,10/01/1988,N
SR1200,57424.42,10152,Finance Officer 3,Planning Commission,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1960,01/11/1999,Y
DP0300,179275,01110,Police Chief,Police,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1948,01/01/1975,Y
SR1400,80966.08,07407,Information Systems Advisor 2,Information Technology Service,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1950,08/16/1996,Y
PS0510,64453.39,07344,Paramedic 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1961,02/01/1994,N
PS0509,62800.85,02534,Fire Inspector 2,Fire,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1962,10/01/1995,N
SR1005,49850.26,07300,Engineering Tech 3,Water Services,Full Time,3,Technicians,M,02,Black,1971,08/29/1994,N
PS0510,64453.39,10112,Fire Fighter/Paramedic,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1955,09/16/1975,N
PS0510,64453.39,10112,Fire Fighter/Paramedic,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1963,01/01/1985,N
PS0710,82667.55,01686,Fire District Chief,Fire,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1955,02/16/1986,Y
PS0510,64453.39,07344,Paramedic 2,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1965,08/16/1987,N
PS0808,93997.05,00430,Fire Asst Chief,Fire,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1962,05/01/1987,Y
PS0510,64453.39,07344,Paramedic 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1966,03/16/1990,N
PS0510,68320.59,07344,Paramedic 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1959,07/01/1992,N
PS0510,68320.59,07307,Fire Engineer,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1964,02/01/1994,N
NS,28293.66,09020,Seasonal/Part-time/Temporary,Health,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1956,03/22/2010,N
PS0709,80547.43,07355,Police Lieutenant,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1969,01/01/1993,N
TL0704,39267.57,10167,Water Maint Leader 1,Water Services,Full Time,8,Service Maintenance,M,02,Black,1958,12/20/1993,N
TG1205,46958.22,02996,Fire Maint Worker 1,Fire,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1939,10/16/1996,N
PS0410,58349.65,01818,Emerg Medical Tech 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1964,11/01/1996,N
TG1205,46958.22,02996,Fire Maint Worker 1,Fire,Full Time,7,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1956,10/16/1986,N
TG1205,46958.22,02996,Fire Maint Worker 1,Fire,Full Time,7,Skilled Craft Workers,M,02,Black,1955,04/16/1997,N
PS0509,62800.85,02534,Fire Inspector 2,Fire,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,08/01/1992,N
PS0510,64453.39,02534,Fire Inspector 2,Fire,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1963,02/16/2000,N
PS0610,70978.27,07305,Fire Captain,Fire,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1964,06/16/1987,N
SR1300,86978.32,07234,Information Systems Advisor 1,Police,Full Time,2,Professionals,M,03,Hispanic,1959,01/16/1990,Y
SR0706,37751.52,07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,6,Administrative Support,F,02,Black,1971,09/16/1998,N
SR1200,62842.11,06882,Police Crisis Counseling Supv,Police,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1966,10/16/1992,Y
SR1200,64225,07245,Admin Svcs Officer 4,Codes Administration,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1957,01/19/1981,Y
SR1200,69300.14,10742,Health Manager 1,Health,Full Time,1,Officials and Administrators,M,02,Black,1952,07/24/2010,Y
SR0910,25365.85,07700,Sheriff Maint Mechanic 2,Sheriff,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1948,04/16/2012,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,10/01/1995,N
NS,100948,00390,Asst District Attorney,District Attorney,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1969,10/01/1995,Y
PS0610,70978.27,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1967,11/01/1991,N
PS0710,77988.25,07355,Police Lieutenant,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1967,10/01/1988,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,01/01/1994,N
PS0610,70978.27,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1963,03/16/1988,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,04,Asian or Pacific Islander,1967,01/01/1993,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,08/16/1993,N
PS0607,69449.59,07366,Police Sergeant,Police,Full Time,3,Technicians,M,02,Black,1971,08/16/1993,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,04/01/1990,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1957,03/01/2015,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,03/16/1992,N
ET0407,52782.19,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1972,08/16/1996,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1959,03/01/1986,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,11/01/1991,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1957,01/16/1981,Y
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,02,Black,1964,10/01/1988,N
ET0410,57180.08,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,01,White (Not of Hispanic Origin),1963,01/16/1984,N
PS0900,89968.47,07702,Police Commander,Police,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1966,11/16/1996,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,10/01/1995,N
PS0607,69449.59,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1969,08/01/1997,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1957,11/16/1981,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1954,03/01/1986,N
PS0509,62800.85,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1966,11/16/1996,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,10/01/1995,N
PS0610,70978.27,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1966,03/16/1988,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1969,11/16/1996,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1950,02/16/2014,Y
PS0510,66386.99,10112,Fire Fighter/Paramedic,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1975,08/12/1998,N
PS0510,64453.39,07307,Fire Engineer,Fire,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,03/06/1996,N
PS0510,64453.39,07307,Fire Engineer,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1967,08/01/2001,N
PS0510,64453.39,10112,Fire Fighter/Paramedic,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1971,01/01/1995,N
PS0510,64453.39,07307,Fire Engineer,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1956,01/01/1995,N
PS0510,66386.99,07307,Fire Engineer,Fire,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1962,08/16/1994,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,08/16/1994,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,02/16/1998,N
DP0200,120453.57,10142,Emerg Communications Dir,Emergency Communication Center,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1949,09/16/1972,Y
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1952,12/16/2008,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,F,01,White (Not of Hispanic Origin),1955,09/16/2011,Y
PS0900,99681.07,07702,Police Commander,Police,Full Time,1,Officials and Administrators,F,01,White (Not of Hispanic Origin),1964,05/16/1987,Y
ET0608,65636.83,10412,Emer Telecommunications Superv,Emergency Communication Center,Full Time,6,Administrative Support,F,02,Black,1955,11/01/1976,Y
PS0508,61148.31,07344,Paramedic 2,Fire,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1977,07/16/1998,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1956,06/01/1984,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1971,11/16/1996,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,08/01/1997,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,08/01/1985,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,11/01/1991,N
PS0807,91456.52,00956,Police Captain,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1967,04/01/1990,Y
SR1100,63601.37,07720,Admin Spec,Human Resources,Full Time,6,Administrative Support,F,02,Black,1956,03/22/1983,Y
PS1000,117841.76,10154,Police Dpty Chief,Police,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1967,02/01/1991,Y
PS0606,67520.47,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1975,06/01/2002,N
SR0909,50440.91,06526,Park Police Sergeant,Parks,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,04/01/1997,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,06/16/1996,N
PS0804,83834.95,00956,Police Captain,Police,Full Time,2,Professionals,F,02,Black,1964,01/01/1993,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1957,01/01/1985,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1970,06/16/1996,N
SR1200,34194.68,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1951,06/16/2006,Y
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,11/01/1994,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1964,02/01/1991,N
PS0607,65518.48,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1963,03/16/1988,N
NS,79560,00390,Asst District Attorney,District Attorney,Full Time,2,Professionals,F,01,White (Not of Hispanic Origin),1969,08/01/2008,Y
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,11/16/1986,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1953,09/01/1992,N
PS0710,82667.55,07355,Police Lieutenant,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1961,10/01/1981,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1961,09/01/1992,N
SR1200,60811.91,07245,Admin Svcs Officer 4,State Trial Courts,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1958,07/17/1995,Y
SR1100,58122.56,01302,Computer Operations Shift Supv,Circuit Court Clerk,Full Time,6,Administrative Support,M,01,White (Not of Hispanic Origin),1961,09/16/1996,N
PS0608,67338.41,07366,Police Sergeant,Police,Full Time,3,Technicians,M,02,Black,1963,11/01/1994,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,06/01/1984,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1962,03/16/1992,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1965,03/16/1988,N
PS0607,69449.59,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1964,11/16/1996,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1967,11/01/1991,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,10/01/1995,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1972,06/16/1996,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,02,Black,1960,08/16/1993,N
PS0608,71378.71,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1968,10/01/1988,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,11/16/1996,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1954,02/16/2014,Y
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,03/16/1988,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,10/01/1995,N
PS0709,80547.43,07355,Police Lieutenant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1970,11/01/1994,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,06/16/1996,N
SR1200,27347.84,07757,Technical Specialist 2,Police,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1961,07/01/2014,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,01/16/1981,N
PS0610,73107.62,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1962,08/01/1985,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,08/01/1998,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,08/01/1998,N
PS0900,96748.67,07702,Police Commander,Police,Full Time,1,Officials and Administrators,M,01,White (Not of Hispanic Origin),1966,10/16/1992,Y
PS0510,66386.99,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,08/16/1993,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,01/01/1993,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1960,06/01/1984,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1958,11/16/1981,N
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1966,02/16/1998,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,05/16/1987,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1968,06/16/1996,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,11/01/1994,N
PS0610,73107.62,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1969,11/01/1991,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1957,10/01/1988,N
SR1200,32159.4,07757,Technical Specialist 2,Police,Part Time,2,Professionals,M,01,White (Not of Hispanic Origin),1951,08/16/1974,N
PS0509,66568.9,07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,01/16/1996,N
PS0410,58349.65,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,F,01,White (Not of Hispanic Origin),1962,03/16/1988,N
ET0409,55714.11,10410,Emer Telecommunications Off 4,Emergency Communication Center,Full Time,6,Administrative Support,F,02,Black,1968,08/03/1987,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,M,01,White (Not of Hispanic Origin),1962,11/16/1986,N
SR0906,46458.81,10580,Sheriff Prisoner Proc 2,Sheriff,Full Time,2,Professionals,M,01,White (Not of Hispanic Origin),1964,11/16/1990,N
PS0610,75236.97,07366,Police Sergeant,Police,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1970,11/01/1991,N
CM00,15000,01334,Council Member,Metropolitan Council,Elected,0,Elected Officials,M,01,White (Not of Hispanic Origin),1953,09/01/2011,Y
PS0410,61850.63,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1961,10/01/1995,N
PS0410,60100.14,07356,Police Officer 2,Police,Full Time,4,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,08/01/1998,N
PS0609,69158.34,07366,Police Sergeant,Police,Full Time,3,Technicians,F,01,White (Not of Hispanic Origin),1955,10/01/1988,N
