|Department|Title|Pay Grade|Annual Salary|Ethnic Code|Description|Gender|Year of Birth|EEO Job description
7499|Emergency Communication Center|Emer Telecommunications Off 4|ET04|47,905.24|02|Black|M|1981|Administrative Support
7362|Emergency Communication Center|Emer Telecommunications Off 4|ET04|49,356.69|01|White (Not of Hispanic Origin)|M|1976|Administrative Support
7363|Emergency Communication Center|Emer Telecommunications Off 4|ET04|49,356.69|01|White (Not of Hispanic Origin)|M|1971|Administrative Support
7366|Emergency Communication Center|Emer Telecommunications Off 4|ET04|49,356.69|01|White (Not of Hispanic Origin)|M|1976|Administrative Support
7367|Emergency Communication Center|Emer Telecommunications Off 4|ET04|49,356.69|02|Black|F|1977|Administrative Support
7114|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.16|01|White (Not of Hispanic Origin)|F|1980|Administrative Support
7119|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.14|01|White (Not of Hispanic Origin)|M|1972|Administrative Support
7262|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.14|02|Black|F|1978|Administrative Support
7294|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.14|02|Black|F|1975|Administrative Support
7308|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.14|01|White (Not of Hispanic Origin)|F|1973|Administrative Support
7316|Emergency Communication Center|Emer Telecommunications Off 4|ET04|50,808.14|01|White (Not of Hispanic Origin)|M|1981|Administrative Support
6842|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1972|Administrative Support
6855|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|02|Black|F|1951|Administrative Support
6858|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|M|1978|Administrative Support
6859|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1969|Administrative Support
6874|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1963|Administrative Support
6984|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1976|Administrative Support
7030|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1969|Administrative Support
7045|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,260.00|01|White (Not of Hispanic Origin)|F|1978|Administrative Support
7073|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|M|1979|Administrative Support
7115|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|02|Black|F|1978|Administrative Support
7226|Emergency Communication Center|Emer Telecommunications Off 4|ET04|52,259.59|01|White (Not of Hispanic Origin)|F|1973|Administrative Support
6847|Emergency Communication Center|Emer Telecommunications Off 4|ET04|53,711.04|02|Black|F|1968|Administrative Support
6861|Emergency Communication Center|Emer Telecommunications Off 4|ET04|53,711.04|01|White (Not of Hispanic Origin)|M|1965|Administrative Support
6867|Emergency Communication Center|Emer Telecommunications Off 4|ET04|53,711.04|01|White (Not of Hispanic Origin)|F|1967|Administrative Support
6848|Emergency Communication Center|Emer Telecommunications Off 4|ET04|55,162.49|01|White (Not of Hispanic Origin)|F|1959|Administrative Support
6843|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|01|White (Not of Hispanic Origin)|F|1963|Administrative Support
6857|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|01|White (Not of Hispanic Origin)|F|1961|Administrative Support
6862|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|01|White (Not of Hispanic Origin)|F|1953|Administrative Support
6863|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|02|Black|F|1956|Administrative Support
6869|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|01|White (Not of Hispanic Origin)|M|1963|Administrative Support
6870|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|01|White (Not of Hispanic Origin)|M|1957|Administrative Support
6875|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|02|Black|F|1957|Administrative Support
6878|Emergency Communication Center|Emer Telecommunications Off 4|ET04|56,613.94|02|Black|F|1963|Administrative Support
7493|Emergency Communication Center|Emer Telecommunications Traine|ET05|49,556.20|01|White (Not of Hispanic Origin)|F|1964|Administrative Support
7498|Emergency Communication Center|Emer Telecommunications Traine|ET05|49,556.20|01|White (Not of Hispanic Origin)|M|1967|Administrative Support
7386|Emergency Communication Center|Emer Telecommunications Traine|ET05|51,154.38|01|White (Not of Hispanic Origin)|M|1979|Administrative Support
7472|Emergency Communication Center|Emer Telecommunications Traine|ET05|51,154.38|01|White (Not of Hispanic Origin)|F|1979|Administrative Support
7331|Emergency Communication Center|Emer Telecommunications Traine|ET05|54,350.73|01|White (Not of Hispanic Origin)|F|1958|Administrative Support
6873|Emergency Communication Center|Emer Telecommunications Traine|ET05|55,948.91|01|White (Not of Hispanic Origin)|F|1961|Administrative Support
6994|Emergency Communication Center|Emer Telecommunications Traine|ET05|55,948.91|02|Black|F|1970|Administrative Support
7288|Emergency Communication Center|Emer Telecommunications Traine|ET05|55,949.92|01|White (Not of Hispanic Origin)|F|1970|Administrative Support
7292|Emergency Communication Center|Emer Telecommunications Traine|ET05|55,948.91|01|White (Not of Hispanic Origin)|M|1976|Administrative Support
7317|Emergency Communication Center|Emer Telecommunications Traine|ET05|55,948.91|01|White (Not of Hispanic Origin)|F|1953|Administrative Support
6871|Emergency Communication Center|Emer Telecommunications Traine|ET05|59,145.27|01|White (Not of Hispanic Origin)|F|1960|Administrative Support
7485|Emergency Communication Center|Emer Telecommunications Superv|ET06|52,691.33|01|White (Not of Hispanic Origin)|F|1980|Administrative Support
7494|Emergency Communication Center|Emer Telecommunications Superv|ET06|52,691.33|01|White (Not of Hispanic Origin)|M|1975|Administrative Support
7538|Emergency Communication Center|Emer Telecommunications Superv|ET06|52,691.33|01|White (Not of Hispanic Origin)|M|1972|Administrative Support
7603|Emergency Communication Center|Emer Telecommunications Superv|ET06|52,691.33|01|White (Not of Hispanic Origin)|F|1983|Administrative Support
7058|Emergency Communication Center|Emer Telecommunications Superv|ET06|56,204.37|01|White (Not of Hispanic Origin)|M|1980|Administrative Support
7094|Emergency Communication Center|Emer Telecommunications Superv|ET06|56,204.37|01|White (Not of Hispanic Origin)|F|1979|Administrative Support
7105|Emergency Communication Center|Emer Telecommunications Superv|ET06|56,204.37|01|White (Not of Hispanic Origin)|F|1973|Administrative Support
6985|Emergency Communication Center|Emer Telecommunications Superv|ET06|57,960.88|01|White (Not of Hispanic Origin)|F|1972|Administrative Support
7091|Emergency Communication Center|Emer Telecommunications Superv|ET06|57,960.88|01|White (Not of Hispanic Origin)|F|1963|Administrative Support
6860|Emergency Communication Center|Emer Telecommunications Superv|ET06|59,717.40|01|White (Not of Hispanic Origin)|F|1966|Administrative Support
6866|Emergency Communication Center|Emer Telecommunications Superv|ET06|59,717.40|01|White (Not of Hispanic Origin)|F|1959|Administrative Support
6868|Emergency Communication Center|Emer Telecommunications Superv|ET06|59,717.40|02|Black|F|1958|Administrative Support
6856|Emergency Communication Center|Emer Telecommunications Superv|ET06|61,473.92|01|White (Not of Hispanic Origin)|F|1970|Administrative Support
6850|Emergency Communication Center|Emer Telecommunications Superv|ET06|63,230.44|01|White (Not of Hispanic Origin)|F|1959|Administrative Support
6877|Emergency Communication Center|Emer Telecommunications Superv|ET06|63,230.44|01|White (Not of Hispanic Origin)|F|1965|Administrative Support
6844|Emergency Communication Center|Emer Telecommunications Superv|ET06|64,986.96|02|Black|F|1955|Administrative Support
195|Emergency Communication Center|Emer Telecommunications Manage|ET07|64,986.96|01|White (Not of Hispanic Origin)|F|1962|Officials and Administrators
196|Emergency Communication Center|Emer Telecommunications Manage|ET07|66,612.25|01|White (Not of Hispanic Origin)|M|1963|Officials and Administrators
197|Emergency Communication Center|Emer Telecommunications Manage|ET07|66,612.25|01|White (Not of Hispanic Origin)|F|1972|Officials and Administrators
201|Emergency Communication Center|Emer Telecommunications Manage|ET07|66,612.25|01|White (Not of Hispanic Origin)|F|1965|Officials and Administrators
314|Emergency Communication Center|Emer Telecommunications Manage|ET07|64,098.54|01|White (Not of Hispanic Origin)|F|1978|Officials and Administrators
411|Emergency Communication Center|Emer Telecommunications Manage|ET07|63,151.27|02|Black|F|1973|Officials and Administrators
199|Emergency Communication Center|Emer Telecommun Assist Directo|ET08|73,653.31|01|White (Not of Hispanic Origin)|F|1965|Officials and Administrators
204|Emergency Communication Center|Emer Telecommun Assist Directo|ET08|74,758.11|02|Black|F|1966|Officials and Administrators
2876|Emergency Communication Center|Fire/Emt Dispatcher|PS04|59,505.09|01|White (Not of Hispanic Origin)|M|1958|Technicians
7436|Emergency Communication Center|Office Support Spec 2|SR08|25,633.92|01|White (Not of Hispanic Origin)|F|1947|Administrative Support
3651|Emergency Communication Center|Application Tech 3|SR09|42,056.16|02|Black|F|1965|Technicians
1848|Emergency Communication Center|Information Sys Oper Analyst 1|SR10|49,724.77|03|Hispanic|M|1976|Professionals
2409|Emergency Communication Center|Info Systems App Analyst 1|SR10|47,905.24|02|Black|F|1964|Professionals
7885|Emergency Communication Center|Information Sys Oper Analyst 1|SR10|45,002.34|01|White (Not of Hispanic Origin)|M|1985|Administrative Support
1218|Emergency Communication Center|Info Systems App Analyst 3|SR12|59,468.84|01|White (Not of Hispanic Origin)|M|1973|Professionals
1603|Emergency Communication Center|Human Resources Analyst 3|SR12|55,643.68|02|Black|F|1968|Professionals
2407|Emergency Communication Center|Finance Officer 3|SR12|54,649.77|02|Black|M|1980|Professionals
7293|Emergency Communication Center|Info Systems App Analyst 3|SR12|52,691.33|01|White (Not of Hispanic Origin)|M|1971|Administrative Support
7627|Emergency Communication Center|Info Systems App Analyst 3|SR12|52,691.33|01|White (Not of Hispanic Origin)|M|1982|Administrative Support
313|Emergency Communication Center|Information Systems Advisor 1|SR13|72,025.01|01|White (Not of Hispanic Origin)|M|1967|Officials and Administrators
89|Farmer's Market|Dir Of Farm Mkt||78,000.00|01|White (Not of Hispanic Origin)|F|1979|Officials and Administrators
7250|Farmer's Market|Office Support Rep 2|SR05|32,056.96|02|Black|F|1958|Administrative Support
2716|Farmer's Market|Admin Asst|SR09|40,139.84|01|White (Not of Hispanic Origin)|F|1971|Professionals
7771|Farmer's Market|Admin Asst|SR09|40,139.84|01|White (Not of Hispanic Origin)|F|1970|Administrative Support
2032|Farmer's Market|Admin Svcs Officer 4|SR12|52,692.00|01|White (Not of Hispanic Origin)|F|1961|Professionals
565|Finance|Finance Dir|DP03|155,295.00|01|White (Not of Hispanic Origin)|M|1954|Officials and Administrators
8502|Finance|Seasonal/Part-time/Temporary|NS|4,940.00|01|White (Not of Hispanic Origin)|M|1986|Service Maintenance
3704|Finance|Application Tech 1|SR07|34,172.94|02|Black|F|1988|Technicians
2080|Finance|Admin Svcs Officer 2|SR08|46,105.60|01|White (Not of Hispanic Origin)|F|1966|Professionals
2356|Finance|Finance Officer 1|SR08|44,858.50|02|Black|F|1952|Professionals
2864|Finance|Application Tech 2|SR08|35,699.05|01|White (Not of Hispanic Origin)|F|1986|Technicians
3672|Finance|Application Tech 2|SR08|35,599.05|01|White (Not of Hispanic Origin)|F|1962|Technicians
3204|Finance|Application Tech 2|SR08|40,345.03|02|Black|F|1958|Technicians
3511|Finance|Application Tech 2|SR08|40,345.03|02|Black|F|1962|Technicians
3626|Finance|Application Tech 2|SR08|40,345.03|01|White (Not of Hispanic Origin)|F|1969|Technicians
2823|Finance|Info Systems App Tech 2|SR09|39,427.72|01|White (Not of Hispanic Origin)|F|1984|Technicians
3509|Finance|Application Tech 3|SR09|40,741.94|02|Black|M|1964|Technicians
3592|Finance|Application Tech 3|SR09|40,741.94|02|Black|F|1948|Technicians
2882|Finance|Info Systems App Tech 2|SR09|43,370.38|01|White (Not of Hispanic Origin)|F|1965|Technicians
3520|Finance|Application Tech 3|SR09|43,370.38|01|White (Not of Hispanic Origin)|F|1960|Technicians
3555|Finance|Application Tech 3|SR09|44,684.60|01|White (Not of Hispanic Origin)|F|1979|Technicians
7368|Finance|Admin Asst|SR09|44,684.60|01|White (Not of Hispanic Origin)|F|1971|Administrative Support
3041|Finance|Info Systems App Tech 2|SR09|45,998.83|02|Black|M|1965|Technicians
3042|Finance|Application Tech 3|SR09|45,998.83|01|White (Not of Hispanic Origin)|F|1957|Technicians
3045|Finance|Application Tech 3|SR09|45,998.83|01|White (Not of Hispanic Origin)|F|1955|Technicians
3554|Finance|Application Tech 3|SR09|47,313.05|02|Black|F|1964|Technicians
628|Finance|Finance Officer 2|SR10|44,857.42|01|White (Not of Hispanic Origin)|F|1972|Professionals
640|Finance|Finance Officer 2|SR10|44,857.42|01|White (Not of Hispanic Origin)|M|1976|Professionals
652|Finance|Finance Officer 2|SR10|43,550.89|01|White (Not of Hispanic Origin)|F|1978|Professionals
654|Finance|Finance Officer 2|SR10|43,550.89|02|Black|M|1986|Professionals
1165|Finance|Finance Officer 2|SR10|48,491.07|01|White (Not of Hispanic Origin)|F|1955|Professionals
1172|Finance|Finance Officer 2|SR10|45,554.09|02|Black|F|1956|Professionals
1523|Finance|Admin Svcs Officer 3|SR10|44,857.42|02|Black|F|1977|Professionals
1665|Finance|Admin Svcs Officer 3|SR10|53,059.76|01|White (Not of Hispanic Origin)|M|1956|Professionals
1763|Finance|Admin Svcs Officer 3|SR10|43,931.66|02|Black|F|1966|Professionals
1849|Finance|Finance Officer 2|SR10|47,855.22|01|White (Not of Hispanic Origin)|F|1977|Professionals
2089|Finance|Finance Officer 2|SR10|47,391.83|02|Black|F|1973|Professionals
2100|Finance|Finance Officer 2|SR10|48,293.18|02|Black|F|1960|Professionals
2170|Finance|Finance Officer 2|SR10|44,857.42|02|Black|F|1982|Professionals
2188|Finance|Finance Officer 2|SR10|44,249.15|02|Black|M|1968|Professionals
2426|Finance|Finance Officer 2|SR10|44,857.42|01|White (Not of Hispanic Origin)|F|1985|Professionals
2676|Finance|Finance Officer 2|SR10|44,857.42|01|White (Not of Hispanic Origin)|F|1986|Professionals
809|Finance|Finance Officer 2|SR10|43,550.89|01|White (Not of Hispanic Origin)|M|1987|Professionals
