Address Number|Pay Grade/Step|Annual Salary|Class #|Class # Description|Current Dept|Department|Employment Status|Employment Status Description|EEO Job Cat|EEO Job Cat Description|Gender|Ethnic Code|Description|Year of Birth
226096|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1975
226098|PS0510| $68,320.59 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1969
226099|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1961
226104|PS0706| $74,187.08 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1971
226108|PS0607| $69,449.59 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1966
226117|PS0610| $70,978.27 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1957
226134|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1965
226135|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1963
226136|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1969
226143|PS0605| $65,591.35 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1975
226147|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1971
226149|PS0706| $74,187.08 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1967
226150|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1968
226154|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1964
226155|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226156|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1967
226157|PS0610| $70,978.27 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1961
226158|PS0710| $82,667.55 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1958
226161|PS0605| $65,591.35 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1967
226163|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|04|Asian or Pacific Islander|1965
226164|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1969
226168|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1972
226169|PS0704| $67,967.22 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1974
226171|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
226175|PS0510| $64,453.39 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226176|SR0701| $15,531.11 |06525|Park Police 1|040|Parks|P|Part Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1957
226177|PS0709| $80,547.43 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1965
226178|SR1200| $27,347.84 |07757|Technical Specialist 2|031|Police|P|Part Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1957
226184|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1964
226185|PS0803| $81,294.44 |00956|Police Captain|031|Police|F|Full Time|002|Professionals|M|02|Black|1964
226187|PS0706| $74,187.08 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1970
226194|PS0607| $69,449.58 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1971
226195|PS0410| $60,101.60 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1966
226204|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1968
226207|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1973
226214|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
226217|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1961
226220|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
226222|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1966
226226|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|03|Hispanic|1964
226227|SR0704| $17,440.55 |06525|Park Police 1|040|Parks|P|Part Time|004|Protective Service Workers|M|02|Black|1956
226234|SR0905| $45,131.45 |07241|Admin Asst|031|Police|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1968
226257|SR110X| $38,123.18 |07376|Program Mgr 1|030|Sheriff|P|Part Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1960
226263|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1956
226264|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1973
226266|PS0900| $88,092.67 |07702|Police Commander|031|Police|F|Full Time|001|Officials and Administrators|M|02|Black|1974
226268|PS0610| $70,978.27 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1965
226275|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1962
226276|PS0705| $72,066.92 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1976
226281|SR0900| $51,725.61 |07785|Info Systems App Tech 2|031|Police|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1953
226283|PD0200| $92,016.52 |10172|Assoc Pub Defender|021|Public Defender|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1971
226299|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1969
226302|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|02|Black|1962
226306|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|04|Asian or Pacific Islander|1972
226308|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1963
226312|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1969
226316|PS0607| $69,449.59 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|02|Black|1964
226319|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1968
226325|ET0506| $56,508.40 |10411|Emer Telecommunications Traine|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1961
226327|ET0407| $52,782.19 |10410|Emer Telecommunications Off 4|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1963
226338|ET0410| $57,180.08 |10410|Emer Telecommunications Off 4|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|02|Black|1957
226370|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1965
226378|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1936
226381|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1941
226385|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1950
226388|SS0103| $20,131.02 |03447|School Crossing Guard Supv|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1963
226404|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226405|PS0509| $66,568.90 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
226406|SR1400| $88,548.48 |06232|Finance Mgr|015|Finance|F|Full Time|001|Officials and Administrators|M|02|Black|1958
226415|SS0103| $20,131.02 |03447|School Crossing Guard Supv|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1967
226416|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|02|Black|1951
226418|SS0103| $20,131.02 |03447|School Crossing Guard Supv|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1947
226423|SR1200| $27,347.84 |07757|Technical Specialist 2|031|Police|P|Part Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1961
226424|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1958
226427|PS0609| $73,307.84 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1970
226429|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
226433|SP0103| $8,763.30 |03445|School Crossing Guard|031|Police|P|Part Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1938
226436|SR0507| $31,133.89 |10121|Office Support Rep 2|040|Parks|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1962
226456|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1964
226457|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
226458|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1971
226462|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
226464|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1972
226468|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1965
226470|PS0710| $77,988.25 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1961
226471|PS0607| $65,518.48 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1972
226474|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1959
226477|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1963
226481|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1955
226482|PS0510| $68,320.59 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1967
226484|PS0607| $69,449.59 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1969
226485|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1965
226486|PS0710| $82,667.55 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|F|01|White (Not of Hispanic Origin)|1968
226496|PS0709| $80,547.43 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1971
226501|PS0510| $66,386.99 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1963
226502|PS0609| $73,307.84 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1966
226506|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1961
226509|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|F|01|White (Not of Hispanic Origin)|1968
226512|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1966
226519|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1967
226521|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1969
226524|PS0605| $65,591.35 |07366|Police Sergeant|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1959
226528|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226530|SR1200| $27,347.84 |07757|Technical Specialist 2|031|Police|P|Part Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1950
226538|PS0510| $64,453.39 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1958
226539|PS1000| $117,841.76 |10154|Police Dpty Chief|031|Police|F|Full Time|001|Officials and Administrators|M|01|White (Not of Hispanic Origin)|1965
226542|PS0605| $63,734.99 |07366|Police Sergeant|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1970
226548|PS0606| $67,520.47 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1969
226551|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1962
226552|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226560|PS0410| $60,100.14 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
226562|PS0510| $64,453.39 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
226563|PS0706| $74,187.08 |07355|Police Lieutenant|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1974
226569|PS0510| $64,453.39 |07357|Police Officer 2-Fld Trng Ofcr|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1965
226572|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1971
226575|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|M|01|White (Not of Hispanic Origin)|1964
226576|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|02|Black|1973
226577|PS0610| $75,236.97 |07366|Police Sergeant|031|Police|F|Full Time|003|Technicians|F|01|White (Not of Hispanic Origin)|1966
226579|SR1200| $27,347.84 |07757|Technical Specialist 2|031|Police|P|Part Time|002|Professionals|M|02|Black|1957
226582|SR1200| $27,347.84 |07757|Technical Specialist 2|031|Police|P|Part Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1958
226586|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1966
226588|PS0806| $88,916.00 |00956|Police Captain|031|Police|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1969
226591|PD0200| $111,125.35 |10172|Assoc Pub Defender|021|Public Defender|F|Full Time|002|Professionals|M|01|White (Not of Hispanic Origin)|1945
226597|ET0607| $63,862.74 |10412|Emer Telecommunications Superv|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|01|White (Not of Hispanic Origin)|1965
226600|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
226602|ET0410| $57,180.08 |10410|Emer Telecommunications Off 4|091|Emergency Communication Center|F|Full Time|006|Administrative Support|F|02|Black|1963
226604|PS0410| $61,850.63 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1974
226605|PS0410| $58,349.65 |07356|Police Officer 2|031|Police|F|Full Time|004|Protective Service Workers|M|01|White (Not of Hispanic Origin)|1962
