Pay Grade/Step,Annual Salary,Class .,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N,County
TG032M,25977.12,02799,Maint & Repair Worker 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1959,08/04/2014,N,DAVIDSON
NS,28011.06,10314,Case Officer 1,State Trial Courts,Full Time,002,Professionals,M,02,Black,1990,08/04/2014,N,DAVIDSON
SP0101,8214.57,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1948,08/11/2014,N,DAVIDSON
SR0401,23113.2,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1954,08/04/2014,N,DAVIDSON
NS,54350.73,07376,Program Mgr 1,State Fair Board,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1962,08/11/2014,Y,DAVIDSON
PD0100,48917.18,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,08/11/2014,Y,DAVIDSON
NS,28011.06,10314,Case Officer 1,State Trial Courts,Full Time,002,Professionals,F,02,Black,1992,08/11/2014,N,DAVIDSON
TG041M,27445.23,07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1972,08/04/2014,N,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1989,08/11/2014,N,COFFEE
NS,1400,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,08/01/2014,N,DAVIDSON
CA0700,50003.2,10704,Exec Asst/Admin-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,08/11/2014,N,DAVIDSON
SR0501,25945.97,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1989,08/25/2014,N,CHEATHAM
SR0501,25945.97,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1995,08/25/2014,N,DAVIDSON
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1991,08/25/2014,N,ROBERTSON
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1981,08/25/2014,N,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1991,08/18/2014,N,WILLIAMSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,08/18/2014,N,RUTHERFORD
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,08/18/2014,N,DAVIDSON
NS,36360,10762,Domestic Vio Victim Adv-MO,Administrative,Full Time,002,Professionals,F,02,Black,1966,08/18/2014,N,DAVIDSON
NS,36360,10763,Domestic Viol Volunt Coord-MO,Administrative,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1972,08/18/2014,N,DAVIDSON
NS,167676,02233,General Session Judge,General Sessions Court,Full Time,000,Elected Officials,F,01,White (Not of Hispanic Origin),1958,09/01/2014,Y,DAVIDSON
NS,27775,06788,Deputy Clerk 2,County Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1981,08/13/2014,N,DAVIDSON
SR0901,39821.99,07729,CAD/GIS Analyst 1,Planning Commission,Full Time,003,Technicians,M,02,Black,1985,08/18/2014,N,WILSON
PS0201,36471.06,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,02,Black,1989,08/20/2014,N,MONTGOMERY
NS,15852.64,07189,Sheriff-Teacher,Sheriff,Part Time,006,Administrative Support,F,02,Black,1948,08/26/2014,N,DAVIDSON
SR0202,7398.14,05070,Library Page,Public Library,Part Time,006,Administrative Support,M,02,Black,1997,08/18/2014,N,DAVIDSON
SR0202,7398.14,05070,Library Page,Public Library,Part Time,006,Administrative Support,M,03,Hispanic,1998,08/18/2014,N,DAVIDSON
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1988,08/18/2014,N,DAVIDSON
NS,36360,10762,Domestic Vio Victim Adv-MO,Administrative,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1990,09/08/2014,N,DAVIDSON
SR0601,29027.16,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1981,08/16/2014,N,CHEATHAM
SR0601,29027.16,10122,Office Support Rep 3,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1968,08/16/2014,N,WILSON
JS0200,49258.54,07790,Judicial Asst 1,General Sessions Court,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1955,09/01/2014,Y,DAVIDSON
CA0100,24024,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1985,08/25/2014,N,DAVIDSON
NS,936,09020,Seasonal/Part-time/Temporary,State Fair Board,Seasonal,009,Service Workers,M,02,Black,1999,09/05/2014,N,DAVIDSON
NS,32700,,.,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,09/01/2014,N,DAVIDSON
NS,215000,,.,MTA,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,08/25/2014,Y,DAVIDSON
NS,14117.38,09020,Seasonal/Part-time/Temporary,Health,Part Time,005,Para-Professional,F,02,Black,1974,08/28/2014,N,WILSON
SR1500,106062.57,07762,Special Projects Mgr,Finance,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1955,08/25/2014,Y,DEKALB
TG1102,40172.35,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,08/18/2014,N,ROBERTSON
MAC01B,5359.39,10250,Teacher Asst,Metro Action Commission,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1992,08/25/2014,N,HENRY
SR1200,67165,06862,Planner 2,Planning Commission,Full Time,002,Professionals,M,99,Unknown,1970,08/27/2014,Y,DAVIDSON
SR0801,35955.04,07375,Probation Officer 1,General Sessions Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,09/01/2014,Y,DAVIDSON
SR0601,29027.16,04540,Computer Operator 2,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1988,09/01/2014,N,DAVIDSON
SR0700,32356.76,06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1990,08/30/2014,N,RUTHERFORD
JS0200,49258.54,07790,Judicial Asst 1,General Sessions Court,Full Time,004,Protective Service Workers,M,02,Black,1962,09/01/2014,Y,ROBERTSON
SR0901,39821.99,07241,Admin Asst,General Sessions Court,Full Time,006,Administrative Support,F,03,Hispanic,1979,09/01/2014,N,DAVIDSON
PD0100,48917.18,10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,09/02/2014,Y,DAVIDSON
NS,40503.01,07792,Judicial Clerk,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1989,08/25/2014,Y,SUMNER
TG0502,29631.63,06826,Equip Operator 1,Public Works,Full Time,008,Service Maintenance,M,02,Black,1972,09/01/2014,N,DAVIDSON
MAC05A,29535.1,10210,Bus Driver,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1984,09/02/2014,N,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,09/02/2014,N,RUTHERFORD
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1967,09/02/2014,N,MONTGOMERY
MAC03B,27007.73,10214,Computer Date Spec,Metro Action Commission,Full Time,003,Technicians,F,02,Black,1976,09/02/2014,N,DAVIDSON
TG0502,29631.63,07304,Equip Servicer,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1992,09/01/2014,N,RUTHERFORD
TG1002,38498.5,00680,Automotive Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1973,09/01/2014,N,WILSON
TG0702,33250.76,06827,Equip Operator 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1961,08/30/2014,N,DAVIDSON
TG0702,33250.76,06827,Equip Operator 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1986,08/30/2014,N,RUTHERFORD
SP0101,8214.57,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1951,09/08/2014,N,DAVIDSON
JS0300,55012,07791,Judicial Asst 2,State Trial Courts,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,08/25/2014,Y,DAVIDSON
SR1000,43986.4,10475,Information Sys Oper Analyst 1,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1975,08/30/2014,N,DAVIDSON
SR1001,43986.4,04835,Social Worker 3,Public Defender,Full Time,002,Professionals,F,02,Black,1986,09/08/2014,Y,DAVIDSON
SR0800,36674.14,07343,Paralegal,Law,Full Time,005,Para-Professional,M,02,Black,1976,09/02/2014,N,DAVIDSON
SR0800,17977.53,07379,Program Spec 2,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1980,09/04/2014,N,DAVIDSON
CM00,15000,01334,Council Member,Metropolitan Council,Elected,000,Elected Officials,M,02,Black,1954,08/29/2014,Y,WILSON
TG032M,25977.44,02799,Maint & Repair Worker 1,Parks,Full Time,008,Service Maintenance,M,02,Black,1968,08/29/2014,N,MONTGOMERY
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1992,09/08/2014,N,DAVIDSON
MAC07C,33680.58,10227,Family Svcs Spec 2,Metro Action Commission,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1984,09/08/2014,N,DAVIDSON
MAC01,5359.39,10250,Teacher Asst,Metro Action Commission,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,09/08/2014,N,DAVIDSON
SR0601,29027.16,10122,Office Support Rep 3,District Attorney,Full Time,006,Administrative Support,F,02,Black,1961,09/01/2014,N,RUTHERFORD
SR0501,25945.97,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1995,09/22/2014,N,MONTGOMERY
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,02,Black,1996,09/22/2014,N,DAVIDSON
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1979,09/22/2014,N,DAVIDSON
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1990,09/22/2014,N,DAVIDSON
SR0601,29027.16,10613,Security Officer 1,Sheriff,Full Time,006,Administrative Support,M,03,Hispanic,1994,09/22/2014,N,DAVIDSON
NS,32356.76,02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1972,09/01/2014,N,DICKSON
NS,79560,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,09/01/2014,N,DAVIDSON
NS,45348,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1989,09/01/2014,N,DAVIDSON
NS,45348,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,03,Hispanic,1984,09/01/2014,N,DAVIDSON
NS,45348,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1989,09/01/2014,N,DAVIDSON
SR0501,25945.97,10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1957,09/22/2014,N,DAVIDSON
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,09/15/2014,N,DAVIDSON
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,09/15/2014,N,DAVIDSON
MAC01A,24172.43,10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1990,09/15/2014,N,WILLIAMSON
SR0901,39821.99,07241,Admin Asst,General Sessions Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,09/01/2014,N,DAVIDSON
SR0801,35955.04,07419,Warrant Officer 1,Juvenile Court,Full Time,004,Protective Service Workers,M,02,Black,1984,09/22/2014,N,DAVIDSON
TG0702,33250.76,06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1978,09/13/2014,Y,WILSON
NS,28293.66,09020,Seasonal/Part-time/Temporary,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1972,09/22/2014,N,SUMNER
NS,9620,09020,Seasonal/Part-time/Temporary,State Trial Courts,Part Time,008,Service Maintenance,F,02,Black,1954,09/13/2014,N,RUTHERFORD
SR1200,55911.09,00480,Attorney 1,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,09/15/2014,Y,DAVIDSON
NS,24119.34,07314,Group Care Aide,State Trial Courts,Full Time,008,Service Maintenance,M,02,Black,1957,09/15/2014,N,DAVIDSON
SR1300,80800,06861,Planner 3,Planning Commission,Full Time,001,Officials and Administrators,M,02,Black,1963,09/15/2014,Y,DAVIDSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1986,09/22/2014,N,Jasper
MAC03B,27007.73,10214,Computer Date Spec,Metro Action Commission,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1988,09/22/2014,N,DAVIDSON
SR0601,29027.16,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,02,Black,1986,09/15/2014,N,WILLIAMSON
SR0201,9232.93,05070,Library Page,Public Library,Part Time,006,Administrative Support,F,03,Hispanic,1997,09/15/2014,N,DAVIDSON
TG1102,40172.35,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1993,09/15/2014,N,SUMNER
SR1000,43986.4,06860,Planner 1,Planning Commission,Full Time,002,Professionals,F,02,Black,1985,09/22/2014,Y,DAVIDSON
NS,45348,00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,M,02,Black,1984,09/15/2014,Y,DAVIDSON
SR1300,70700,10766,Senior Trans Planner,Planning Commission,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1984,09/25/2014,Y,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1987,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1989,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1990,10/01/2014,N,ROBERTSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,10/01/2014,N,RUTHERFORD
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1986,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1989,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1987,10/01/2014,N,DAVIDSON
PS0201,36471.06,03257,Police Officer Trainee,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1992,10/01/2014,N,ROBERTSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,10/01/2014,N,RUTHERFORD
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,10/01/2014,N,DAVIDSON
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/01/2014,N,MONTGOMERY
CO0101,32356.77,06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,10/01/2014,N,WILLIAMSON
NS,16806.4,09020,Seasonal/Part-time/Temporary,General Sessions Court,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1945,09/16/2014,Y,DAVIDSON
SR0401,23113.2,07362,Police Operations Asst 1,Police,Full Time,006,Administrative Support,F,02,Black,1991,10/01/2014,N,DAVIDSON
SR1300,63782.78,07242,Admin Svcs Mgr,Fire,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1977,10/06/2014,Y,DAVIDSON
CA0100,24960,10708,Ambassador 2-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1991,09/29/2014,N,DAVIDSON
NS,20000,01684,District Attorney General,District Attorney,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1960,09/01/2014,Y,DAVIDSON
NS,17195.59,10541,Deputy Court Clerk,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1979,09/23/2014,N,DAVIDSON
NS,9620,09020,Seasonal/Part-time/Temporary,State Trial Courts,Part Time,008,Service Maintenance,F,02,Black,1954,09/27/2014,N,DAVIDSON
TG0701,31803.11,06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1986,09/30/2014,N,SUMNER
TG1101,38611.6,01880,Equip Mechanic,General Services,Full Time,007,Skilled Craft Workers,M,04,Asian or Pacific Islander,1972,09/29/2014,N,DAVIDSON
CA0100,22880,10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1981,09/29/2014,N,DAVIDSON
SP0101,8214.57,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1945,10/09/2014,N,DAVIDSON
SP0101,8214.57,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1951,10/09/2014,N,DAVIDSON
SP0101,8214.57,03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1941,10/09/2014,N,DAVIDSON
SR1101,48437.6,10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,10/13/2014,N,DAVIDSON
RP0601,8286.72,09101,Part Time Worker 2,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1989,10/03/2014,N,DAVIDSON
TG061M,31009.85,07329,Maint & Repair Worker 3,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1990,10/03/2014,N,WILLIAMSON
MAC08B,37426.69,10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1988,10/06/2014,N,DAVIDSON
SR0601,29027.16,04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1984,09/29/2014,N,DAVIDSON
SR0401,23113.2,02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,05,American Indian/Alaskan Native,1991,09/29/2014,N,DAVIDSON
ET0101,29027.16,10407,Emer Telecommunications Off 1,Emergency Communication Center,Full Time,006,Administrative Support,F,03,Hispanic,1989,10/06/2014,N,DAVIDSON
ET0101,29027.16,10407,Emer Telecommunications Off 1,Emergency Communication Center,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1987,10/06/2014,N,DAVIDSON
